ID,Product_Type,Raw_Material_Usage_kg,Energy_Consumption_kWh,Waste_Generated_kg,Transport_Distance_km,CO2_Emissions_kg,Column2,Manufacturing_Energy_kWh,Renewable_Energy_%,Cost_$,Column1,Delivery_Time_days,Sustainability_Score,Recyclability Score (0-1),Carbon Footprint (kg CO2)
616,Automotive,31.26472769,113.2488354,7.373952822,120.5184738,309.8007896,,346.5616825,41.26821052,4907.111454,,7,58.58,1,989
617,Pharmaceutical,61.25242619,268.5153648,2.098868569,3385.128236,749.6495159,,699.6003921,27.79030961,1881.307379,,1,46.8,1,757
618,Apparel,20.84650266,62.39152394,18.66091453,3244.915632,99.07448926,,377.2381342,67.7594413,2370.478109,,10,78.7,1,671
619,Pharmaceutical,110.9222103,277.4548031,39.4031743,2112.865169,96.82976813,,239.4098283,43.96789229,840.8746465,,12,61.64,1,469
620,Pharmaceutical,187.9550815,483.8078332,28.74285387,2499.255973,416.9733199,,397.3559269,48.03840965,430.1971157,,2,59.15,1,863
621,Food,17.47527273,222.8930208,16.32612147,2135.670703,385.7995325,,369.886751,31.3332639,3921.96567,,10,49.72,0,318
622,Apparel,33.20088366,67.54820566,33.06275827,217.6247197,349.8515546,,740.791341,22.7265926,2939.27924,,4,41.76,1,91
623,Pharmaceutical,95.91781537,63.93010591,12.36889084,1743.32087,516.4687745,,633.354063,16.01372717,3851.383069,,1,39.86,0,465
624,Pharmaceutical,187.4362533,224.594042,1.704690858,967.7030514,354.6969032,,453.580889,59.98833986,919.3414347,,4,76.83,1,106
625,Apparel,70.06965995,122.0112214,38.45331594,582.2785266,232.6450225,,791.8593967,23.73639972,2944.778102,,13,43.62,0,761
626,Apparel,106.3746137,60.50844335,31.56341116,4787.930126,343.9960716,,425.6942719,58.30527479,1417.483877,,12,63.37,1,673
627,Pharmaceutical,17.89884322,390.2961263,38.3528286,3036.862653,976.1590592,,140.7664816,37.32635122,1294.696721,,11,31.45,1,938
628,Apparel,38.18520818,256.335354,2.907962818,3670.415793,440.5577461,,283.5920253,39.10423607,255.3248675,,13,64.66,0,92
629,Pharmaceutical,197.4597234,180.1601474,42.01886176,1645.282342,472.477138,,405.2493362,42.84242473,825.6354731,,10,48.79,1,108
630,Pharmaceutical,193.3725523,455.0374324,31.3567838,2026.420935,597.7177405,,209.8318369,35.73959557,1684.486935,,5,44.03,1,34
631,Food,10.93859638,102.2625321,28.60637218,1260.92757,984.17373,,763.2955884,17.04339841,761.0180508,,9,26.03,1,873
632,Electronics,190.8442392,480.163473,31.60608836,575.1317877,279.5212126,,636.7942285,31.6742267,4932.120514,,1,44.94,0,436
633,Pharmaceutical,131.4327882,191.2850228,43.3572291,977.2550235,697.218005,,287.8010403,56.46140525,1681.436713,,12,46.61,1,835
634,Automotive,174.904476,449.7816525,29.75988882,4007.818822,730.1854589,,513.5631735,56.6049081,825.5549442,,5,52.84,1,863
635,Electronics,96.40057257,321.3242944,29.46656861,3419.974445,626.958196,,605.01441,30.03570151,1155.595102,,2,42.11,0,972
636,Electronics,107.9632454,422.0183119,49.5432787,2779.951492,134.1494227,,758.8952502,42.20718386,3020.975496,,9,51.22,0,134
637,Electronics,102.8808502,492.8059234,38.07977819,2427.940377,693.028662,,717.1447444,23.54130596,507.4089146,,6,34.73,0,207
638,Food,136.7042089,179.782447,22.67239647,4619.92799,110.8899755,,460.6345583,24.72604571,4339.683825,,2,51.29,1,877
639,Pharmaceutical,36.5337384,482.5109684,35.662453,456.4012441,616.3355171,,642.2568339,11.61329619,4815.19846,,14,23.42,1,0
640,Food,15.69498208,225.2668527,20.07229311,1474.943985,752.6021184,,493.5013277,72.77225849,1384.387619,,3,63.01,1,205
641,Pharmaceutical,68.5066889,223.4803571,12.21489766,1814.695482,250.4213961,,486.892723,24.74946656,2360.457289,,14,55.26,0,524
642,Food,143.8893449,203.1741969,30.24574197,3933.88648,849.5409072,,180.3193708,25.92737139,306.2453649,,8,34.77,0,766
643,Food,48.3521559,293.6334233,46.48092281,4963.321639,78.83611526,,188.2963606,29.57210029,3275.409079,,1,47.28,1,577
644,Automotive,137.9521623,119.3652694,46.52783648,1279.285522,851.6222205,,470.6735305,18.91856502,2186.845079,,12,20.93,0,280
645,Food,194.2832888,299.1701684,17.75335863,4384.105937,487.3125981,,288.2030815,54.74840182,1496.280637,,3,62.66,0,451
646,Apparel,27.841136,293.7671656,26.85619584,4170.051526,256.7085429,,114.7258317,15.26000672,1192.818131,,13,46.8,0,913
647,Automotive,137.7944025,392.8558157,11.37015903,1200.821248,177.0892377,,605.9874427,19.39416984,3339.310773,,10,53.16,1,725
648,Food,94.31254167,425.1424829,49.78592437,2056.729643,955.6418092,,122.7406177,55.13297086,2197.841749,,1,34.59,1,956
649,Electronics,174.9470283,248.1986076,49.07477749,2107.39706,119.0323082,,516.6937888,33.77624343,1062.364587,,11,51.56,0,557
650,Apparel,43.65846,186.0499622,32.82593756,4893.281276,239.1387489,,477.4356559,59.55634787,3507.723591,,11,62.46,0,65
651,Apparel,141.5989309,166.7007038,40.41628892,986.3703168,380.4312301,,778.1702834,49.01973213,2912.346959,,8,51.11,0,220
652,Apparel,169.241905,137.5807265,36.0399079,4015.874058,639.2231065,,438.9491975,27.92148211,4321.625864,,1,31.72,1,546
653,Automotive,189.4767017,75.94141199,30.06475273,1737.544299,567.561031,,144.5210055,55.55795653,763.8843146,,13,57.2,0,898
654,Food,139.8171254,204.1015905,3.614051852,3681.264694,169.3613178,,486.1815775,18.13915762,3971.199689,,5,54.6,0,714
655,Food,104.4632052,171.6114615,23.28345279,2158.053921,325.2415846,,688.7673194,47.54872682,3432.880577,,4,57.84,1,200
656,Electronics,127.3909756,484.8878236,34.06452881,2933.962839,276.8141825,,797.794499,40.60036735,752.0524968,,7,56.87,1,427
657,Electronics,175.0919471,300.9689718,34.19904908,4179.797689,252.8657118,,401.2402216,28.7511508,3535.139503,,14,46.04,0,64
658,Apparel,118.4158519,206.2746676,19.2830083,4040.411268,440.5871197,,324.2091197,52.28034984,2319.426987,,5,60.57,0,31
659,Electronics,15.77354134,311.2104204,47.14290735,4345.473599,718.82988,,734.6573079,70.99335146,4735.926971,,8,45.6,0,242
660,Automotive,186.8802521,112.6385156,9.20049458,392.1248942,256.5802856,,233.8694904,79.92332898,879.734483,,12,86.82,1,885
661,Food,141.0100827,249.8196871,25.51761286,3491.04771,398.3449357,,530.8002405,52.54339381,3285.600276,,14,57.54,1,905
662,Apparel,138.5375433,331.8054446,34.85331485,785.9381459,421.3715555,,384.0000969,38.3294112,2033.504218,,11,48.52,1,806
663,Electronics,50.97827896,270.0040243,35.15965449,2137.510983,977.633703,,128.7576555,25.76449702,4792.710419,,1,19.9,0,501
664,Automotive,135.1882393,230.8004603,32.78330888,2788.083234,956.933039,,343.101932,27.99672626,1783.879497,,5,28.61,0,808
665,Automotive,84.83423707,497.231775,14.48912246,2073.423475,810.1307036,,285.6599658,43.56184847,4818.492366,,4,42.04,1,178
666,Electronics,133.7342656,446.141643,8.654121866,2646.097211,279.5759748,,580.2638078,35.70943909,4527.132085,,3,56.95,0,211
667,Food,30.25267576,330.5326812,32.16107601,4982.978913,114.6354484,,764.1533484,73.96701658,1497.839529,,5,77.68,0,562
668,Electronics,134.9906079,306.2198125,30.36580369,762.5648372,351.0589308,,287.6330312,35.78068274,4057.000529,,10,47.1,1,403
669,Apparel,199.8886079,329.2972159,9.788444504,3409.734622,303.454822,,668.0261574,36.14112138,4978.900169,,3,55.09,0,270
670,Electronics,19.16028738,140.5904485,35.55181813,2040.404735,530.6295101,,138.7518719,36.84741587,1412.78241,,8,45.46,1,937
671,Automotive,195.663095,227.8119845,23.30342759,751.7480146,788.8415146,,476.684707,68.56341473,2296.530413,,13,56.7,0,969
672,Electronics,87.31251254,67.7567898,33.72026899,877.8101405,865.4067919,,149.3850446,55.55518246,2696.867536,,3,42.93,0,63
673,Food,175.4431556,263.9957169,42.03098691,4751.438221,852.6208811,,753.8230938,52.99181952,1615.669452,,1,40.87,1,703
674,Pharmaceutical,158.653242,294.3610628,9.316693,4410.047334,391.6917832,,636.4458964,33.39001157,273.2712303,,9,60.67,0,414
675,Electronics,117.7330896,152.4873812,1.938098532,4544.505606,702.8726263,,560.5649378,67.25329238,1256.620372,,9,69.25,1,826
676,Food,150.3053498,483.8129812,39.17602673,4958.510602,347.1924876,,676.7274671,12.68547029,1553.297045,,6,37.15,1,202
677,Food,176.9179566,459.2545749,30.87517383,1120.745411,107.8602661,,553.2638569,70.95580206,2329.278566,,10,75.23,0,28
678,Automotive,86.78666111,374.964456,35.28233891,1841.652753,716.4870023,,778.261078,45.89249299,1021.291896,,1,45.3,1,985
679,Food,72.1363007,290.0239829,42.06959377,3379.173247,59.33617494,,599.7705635,37.87751644,4391.620912,,8,51.55,1,609
680,Food,136.8427433,441.4861218,40.33773581,2470.632445,438.7234581,,747.2610267,44.80170965,3583.573437,,2,45.94,0,786
681,Food,163.490729,108.7935547,48.0850872,2150.108714,362.9103058,,461.9923244,56.71908714,608.9622923,,9,57.02,0,338
682,Food,154.8341756,405.7294074,27.26081886,1853.275122,708.7086616,,181.9450891,10.89357986,3320.443765,,14,26.64,1,978
683,Apparel,161.5845933,106.1693663,24.936286,3009.525097,777.9331991,,469.724405,71.00862995,3337.551087,,8,55.52,0,671
684,Apparel,92.76082981,407.3947981,20.69247279,2920.4078,338.8899042,,188.8109796,41.27176677,4789.861633,,3,52.61,0,882
685,Automotive,165.3885011,174.0954057,8.530861099,891.1433869,821.0456637,,514.7454354,34.00765638,214.5001825,,13,48.53,1,31
686,Electronics,32.83972052,444.6907615,29.05775441,2411.525204,329.2209225,,437.7451424,19.67718959,1390.075759,,5,45.56,0,853
687,Food,113.4529286,474.8189422,14.57361369,2812.011703,474.010042,,535.8027785,40.76257621,4653.399101,,9,51.02,0,873
688,Electronics,11.09414549,116.9581862,46.1440681,2894.406,740.6676007,,107.0328867,44.74259399,4674.242794,,13,32.35,0,691
689,Electronics,71.67130768,258.2040223,29.57634941,1129.525245,708.2742178,,236.3883442,38.25526861,3658.814813,,1,38.73,0,905
690,Automotive,79.62769163,491.4443202,30.04916884,3737.129822,988.0000487,,443.9313023,57.50620657,3875.663941,,9,39.34,1,963
691,Food,85.27281141,267.5333462,18.39130838,223.4755646,263.902973,,765.3524931,39.46275701,639.1181981,,4,63.18,0,151
692,Food,142.1387693,438.5963851,3.547478247,1838.676092,679.2020179,,368.5263282,77.29923045,2666.604007,,4,71.52,0,175
693,Pharmaceutical,83.82603924,314.929185,2.555444503,3923.041978,629.1978129,,397.0604182,51.94942625,1311.598358,,4,63.45,1,448
694,Electronics,95.2517883,218.8984586,21.74342206,2863.075313,919.3435318,,600.2872623,66.5234555,1069.846609,,10,54.84,0,771
695,Electronics,55.13338487,178.6026,5.143703527,1379.695919,198.5440346,,522.6549301,17.65491322,4089.455836,,12,52.63,0,190
696,Apparel,80.91784041,141.450391,30.73550082,3505.270285,764.2082554,,309.2483051,37.81039051,848.1830561,,9,41.99,1,166
697,Pharmaceutical,53.18122918,392.8091861,44.16767728,2880.215626,589.8551855,,387.5714769,33.5793391,2449.527858,,14,36.53,0,331
698,Apparel,23.90722552,223.9432281,44.26282601,4001.593686,310.9325763,,252.3898592,49.86376717,4705.17555,,6,48.49,0,337
699,Apparel,124.6552327,280.073958,33.2932251,3701.623412,500.7131684,,776.2150214,70.2779464,1091.993867,,11,64.62,0,8
700,Apparel,136.9604317,271.546466,11.35035974,3089.528818,367.0877672,,191.4440671,15.48367524,4894.368434,,8,42.4,1,797
701,Automotive,127.7031657,309.7755632,43.28684474,2492.070609,600.3477326,,360.2857492,15.08023586,4972.582332,,12,22.27,0,812
702,Automotive,98.06386832,439.5097155,44.41857833,752.5924158,894.5505803,,118.0872806,69.52223957,2866.962342,,14,44.42,1,595
703,Apparel,82.15929823,491.3327046,10.63602566,1380.531788,590.8397352,,255.2456444,24.89950602,1016.685153,,4,48.44,1,108
704,Pharmaceutical,174.0333934,233.4128939,37.1338782,2153.587417,650.1362974,,646.3297969,56.81272781,1717.303462,,3,50.61,0,795
705,Electronics,108.6255392,422.3835149,15.0394579,3036.566506,542.8104548,,240.8226626,48.00146927,2237.565597,,14,57.23,0,536
706,Pharmaceutical,101.0445567,394.0375076,40.32937531,2617.168491,98.60723112,,156.0443818,68.30255164,1684.756277,,1,71.69,1,333
707,Food,14.8719925,308.0880282,49.8646571,1512.104177,271.215629,,432.1172259,18.75622369,1547.050783,,10,38.2,1,333
708,Automotive,74.83708725,480.2212146,2.471274261,131.6753532,517.401643,,106.9784643,19.0848076,4866.702604,,7,43.3,1,478
709,Electronics,82.23716757,140.213532,44.97092742,2531.572187,344.7235196,,159.3363081,48.97728522,936.1511716,,4,54.29,1,200
710,Electronics,85.77632837,99.16889464,31.50889615,1499.567344,222.6754179,,665.3381087,76.24650574,3719.973962,,14,71.4,0,269
711,Food,120.2327502,434.2828851,48.69574834,3699.580673,528.9261998,,640.0313414,39.04984309,201.9693893,,8,43.77,1,483
712,Food,111.3844839,247.6174175,23.78546636,217.3366998,356.6693038,,740.5971743,32.88594702,3061.676813,,14,50.11,0,739
713,Apparel,125.5019676,431.1359844,42.5220086,2965.656275,295.202261,,698.1608051,52.46825262,4596.526419,,3,51.18,0,44
714,Automotive,155.3278197,451.8905923,4.057309361,4713.223764,490.7861466,,578.2228943,75.13140204,1582.083652,,1,78.06,1,429
715,Automotive,164.4672904,78.10591713,17.42867345,954.6054088,176.6200452,,136.6330001,68.5849483,1090.524681,,5,79.84,0,174
716,Pharmaceutical,146.4433845,447.5591433,4.28381035,2411.082505,931.3584464,,647.9940326,79.68385275,3328.063015,,14,63.53,1,628
717,Apparel,191.5495022,251.7435749,48.79181354,547.9677599,874.316993,,691.8575676,11.57980082,3620.486755,,2,12.8,0,910
718,Apparel,13.46419071,279.6946201,41.03172146,3165.84137,722.2395565,,659.357502,17.90007013,3502.546491,,3,23.87,0,617
719,Apparel,47.19781728,331.96663,42.77482364,2797.605235,150.9031362,,455.9353247,52.66274344,1732.721024,,14,61.23,1,2
720,Apparel,11.43694625,466.872173,46.96029634,2096.091069,787.0833917,,263.0312871,67.44035075,1410.57153,,6,48.5,0,420
721,Automotive,133.0201957,58.60224249,5.17007082,2654.747405,817.5594617,,691.730983,29.96710396,4788.41024,,3,38.81,0,533
722,Automotive,180.6258043,264.5795607,19.89428203,4493.215826,779.3763868,,609.0139668,26.74477616,4631.83764,,3,32.77,1,606
723,Apparel,56.26163635,359.4749191,4.480709563,1061.842081,158.2675928,,786.5328221,65.08830596,2395.119727,,12,81.21,0,217
724,Pharmaceutical,186.1365635,375.218131,11.32886198,210.5661074,661.7125592,,208.9848184,13.94672977,4261.730558,,6,34.07,1,864
725,Electronics,21.45080416,361.6395942,12.23892307,4322.157935,842.608556,,257.9652081,35.85678533,2371.152693,,5,43.01,0,84
726,Electronics,187.5428451,110.4958082,23.98625334,2927.873704,598.4857312,,248.2587049,45.40664558,2237.067287,,10,50.68,0,114
727,Pharmaceutical,76.80831058,184.7280148,14.15954621,4464.226432,664.0870065,,654.7778373,49.2244072,952.4621485,,9,57.12,0,596
728,Apparel,29.26995741,211.4219864,5.947927234,3025.031595,485.4453055,,230.8351075,61.00306098,2246.749071,,1,69.07,0,939
729,Automotive,102.3156342,411.9967435,9.207063366,4069.789341,552.2719539,,146.6618809,34.83920064,2779.601305,,13,51.61,0,645
730,Electronics,58.78754787,175.4419426,8.216502614,2205.39948,82.65801543,,798.9925646,52.88790413,308.0207717,,3,80.06,0,491
731,Food,64.12585137,144.8172337,48.6807631,3774.313663,657.0148709,,117.372048,50.9762796,2331.742425,,3,41.64,0,358
732,Food,68.38509334,480.8516086,38.20533284,4573.903188,127.3748522,,684.6708421,48.33312705,3950.509848,,11,57.16,0,71
733,Pharmaceutical,162.5749206,53.9884783,48.4203118,2903.402522,463.2638646,,355.7567891,54.83383052,3464.221071,,6,47.22,1,575
734,Apparel,112.4406426,499.0193851,22.54728384,985.8472378,328.0223428,,689.1308218,28.16144197,3248.753547,,8,48.72,1,908
735,Electronics,69.14846284,354.5695845,14.6400556,1417.108314,568.1565527,,488.2343438,15.92541275,4565.866056,,3,35.93,1,811
736,Apparel,125.9634188,422.8111848,40.11636666,1073.358427,176.7455187,,731.1418606,18.34901704,286.5536472,,3,47.25,0,780
737,Electronics,146.0686281,182.5787284,16.98644198,1309.599435,707.0612319,,748.3350905,25.72076679,2873.828414,,6,39.11,0,994
738,Pharmaceutical,61.79856014,56.44187495,15.66978531,1601.435702,805.2609601,,106.3687269,45.01385549,3979.274472,,8,44.12,0,799
739,Pharmaceutical,88.57432929,382.0412834,12.39279362,2820.155555,205.1867273,,152.7885232,68.83099254,2798.409837,,6,77.71,1,272
740,Food,33.15835773,425.3650687,7.354269933,2981.158984,149.097433,,275.2511107,59.09053395,1754.698652,,13,78.62,1,152
741,Apparel,44.41837641,383.2142594,13.56668999,2189.848761,188.2397086,,568.5207915,65.23284229,854.0027124,,12,79.83,0,454
742,Food,139.4123923,114.2826293,18.41066768,3115.561821,883.2711838,,721.7905376,34.56829367,4460.302745,,14,34.5,1,428
743,Apparel,44.47328606,389.042565,34.0257162,499.7171355,551.7797987,,421.9593659,38.32576192,2459.659483,,10,44.08,1,873
744,Food,109.7810429,396.0152519,4.065677269,530.1623616,493.8979462,,524.8811814,37.55773202,4414.952946,,3,53.51,0,123
745,Automotive,144.7187897,346.3432321,11.31484004,941.9643558,151.3762281,,231.949897,23.43112291,3012.090188,,4,56.62,1,375
746,Automotive,30.30661539,394.7521698,40.64215837,2638.57974,667.0782064,,663.4767837,14.28516607,3436.12216,,1,24,0,919
747,Automotive,117.7893217,430.6646479,8.199174256,1148.573926,874.5996123,,777.1296779,51.3641265,4060.453541,,13,48.04,0,34
748,Automotive,58.7469289,326.1218514,17.78961218,1488.093577,836.7765759,,288.019253,79.24516784,3363.946614,,8,60.68,1,879
749,Electronics,192.9561063,89.87212129,43.36828717,2061.532897,644.7519735,,446.3781661,21.67807935,2110.663235,,4,29.93,1,838
750,Automotive,101.8736729,269.4325144,8.591340246,4078.144008,121.5147808,,160.2812774,13.26793739,2665.440243,,6,54.22,0,500
751,Pharmaceutical,163.1385845,84.9422006,5.054104945,167.924466,156.7771758,,491.3956595,64.56721773,4054.618518,,11,77.45,1,136
752,Pharmaceutical,114.543043,233.394364,24.74236176,3281.956219,96.84353775,,451.9484093,27.68102047,1993.521423,,3,57.05,1,40
753,Electronics,18.24838124,233.1979201,15.81855605,3377.495002,294.6052557,,201.1055389,68.07506637,2062.982992,,11,74.75,0,344
754,Automotive,130.2987614,79.70442986,28.60700986,4013.413324,178.8783938,,409.4463492,59.27556669,659.3125571,,12,71.51,0,723
755,Automotive,190.766635,206.9692403,40.38643963,4670.489401,297.0456382,,333.8732565,76.19714759,4590.005289,,11,63.85,1,583
756,Automotive,124.3062458,99.94914446,7.720275919,198.6754599,415.8051529,,465.2816127,38.6249065,636.9743117,,6,62.48,1,718
757,Food,165.6458833,413.7058445,29.45425514,853.540157,945.8336449,,509.9580348,56.33788876,3311.404052,,12,41.39,1,553
758,Apparel,177.999228,476.4596117,25.76992926,4442.239341,629.8572568,,105.946905,42.53983466,2183.333498,,11,47.7,1,207
759,Food,53.33515667,82.54241387,8.059860515,2346.740955,843.2250964,,632.7041881,54.14120881,2146.973073,,9,54.26,0,402
760,Apparel,50.28851958,479.8018433,31.57592579,2866.494131,724.8339257,,599.1100043,41.47192342,3461.848816,,9,39.44,1,329
761,Automotive,126.0863879,285.1594697,14.40838048,3348.833298,156.877974,,356.4004703,23.20425725,522.0499166,,10,60.09,1,777
762,Automotive,88.09540926,184.8045551,24.90388161,3427.426362,749.1243861,,137.0551549,45.55281912,3049.787758,,3,44.24,1,121
763,Food,169.5736475,84.58793387,5.03134389,4665.527976,311.3439375,,628.4527778,47.0008941,3905.752573,,3,64.34,0,70
764,Food,181.0043934,275.2809206,23.5196188,4985.052145,657.1524546,,768.6226123,66.74226938,4175.421238,,4,55.9,1,624
765,Apparel,77.15006207,407.531995,16.01670993,3628.771559,373.913875,,268.1061172,61.48644941,1018.545869,,12,71.08,1,407
766,Pharmaceutical,55.00540621,368.1889148,41.29667935,1507.383925,997.7886501,,326.4672296,56.46541368,4507.61144,,7,32.77,0,106
767,Apparel,158.2998479,72.60170516,3.791957623,4410.786771,300.3739055,,228.6690226,17.93709669,3349.501241,,3,51.74,0,176
768,Food,62.21314675,82.80582592,21.51175647,341.1824812,315.1739472,,503.8552863,60.44314035,4432.903044,,10,63.3,0,277
769,Food,166.2967205,231.2929772,23.46313978,1232.296179,934.1386428,,208.3889763,45.02136094,2529.347442,,8,40.04,0,219
770,Electronics,90.51026819,182.8807223,36.52529774,4497.190016,73.4121844,,349.3357604,72.58696753,2801.760056,,11,73.88,1,804
771,Food,136.8344809,154.5729454,29.14009118,1355.338421,711.8545385,,587.9091098,74.39096539,4611.38373,,8,54.96,0,768
772,Electronics,28.15170963,176.4520245,33.69340452,1181.190192,739.0600712,,492.0811881,13.86096134,4519.565808,,6,22.24,0,752
773,Pharmaceutical,128.5332717,411.5672345,39.075415,776.8139364,844.5596485,,370.523795,67.44490922,2351.172192,,4,48.05,0,696
774,Apparel,95.83585896,468.1526241,43.24794571,4309.647612,975.7173451,,394.1747213,12.63881733,1517.180632,,11,16.71,1,227
775,Apparel,121.455608,232.2962125,16.37989934,2550.28547,976.8218232,,493.4776178,35.7018738,2087.218086,,12,37.82,1,822
776,Electronics,41.92269947,457.749951,27.36311256,3406.976695,112.0129197,,104.1053095,47.96099829,2061.268777,,11,65.55,0,620
777,Apparel,150.0060115,194.6730656,42.16529584,1271.425282,830.7473566,,154.9569079,20.3670559,1576.961,,5,25.24,1,194
778,Food,173.9314447,264.3966439,49.48310542,3814.398063,663.994437,,716.8806474,62.24196688,1489.182101,,12,48.43,0,704
779,Automotive,51.18056202,151.713049,44.58644624,3824.02717,664.9750277,,154.5152924,10.58482929,4333.102095,,2,18.84,0,222
780,Electronics,28.18576555,338.214219,19.20189587,1631.730322,171.9324303,,594.7625173,21.80193339,535.3372193,,13,56.99,1,125
781,Apparel,14.49133135,490.5415018,10.56315934,2112.344902,667.6778081,,744.0267149,50.65577809,3452.533674,,6,54.17,0,505
782,Electronics,131.9745851,321.5718932,24.98023433,1127.482359,983.3584516,,289.478523,60.00712934,1029.536247,,3,48.45,0,315
783,Electronics,125.3478669,211.0163379,37.34043114,4885.149014,916.2276411,,359.3440059,74.16501719,1853.628288,,6,50.95,1,970
784,Automotive,113.8725084,341.5178507,25.13588447,3263.452628,467.1741278,,498.2449841,59.38476564,495.4065638,,12,64.63,0,549
785,Food,54.06994826,105.3143053,24.6758623,4679.265016,87.95057462,,717.1962787,57.02454892,1495.873457,,5,73.01,0,371
786,Electronics,84.27213922,449.8965861,42.07329063,1586.589164,394.1788155,,759.3339111,37.60388024,3888.421141,,14,42.37,1,617
787,Apparel,122.9505037,276.3877779,18.70878517,3931.265474,835.070796,,617.6942737,10.08990979,4448.073558,,2,23.61,0,271
788,Pharmaceutical,104.3857032,252.2073839,43.12993907,3852.707355,716.4241464,,160.6338326,18.41114811,1263.330329,,12,27.93,1,826
789,Electronics,197.6792488,313.6391548,20.93343525,3489.112694,486.3764728,,568.4079089,47.41881813,2425.029628,,13,55.89,0,438
790,Electronics,35.92355299,331.1527383,17.08342218,4831.630979,102.3464584,,387.2126053,57.25909201,2457.55543,,14,73.81,0,982
791,Automotive,142.0774653,82.2991128,23.24550565,2028.421147,455.5499914,,429.4906996,39.22137987,4393.161468,,5,47.86,0,900
792,Food,86.82056594,357.1777496,38.35990098,740.5148856,495.5736927,,134.4038732,61.14753081,3861.435454,,5,52.64,1,118
793,Pharmaceutical,91.35792684,158.8692561,7.174099365,3391.37341,932.1277562,,233.7434975,46.53036067,2662.770648,,14,47.11,1,693
794,Apparel,146.3435755,371.2786846,10.62454158,3673.618022,659.0317984,,653.3595253,15.19233369,3419.586562,,9,36.74,0,361
795,Pharmaceutical,141.5628688,420.1406575,47.62079646,2917.79681,346.0702708,,417.7711831,23.44113757,4267.304259,,11,33.76,1,750
796,Apparel,198.3386388,411.7813284,9.599089742,1113.407676,549.0523512,,311.1635691,68.79987563,245.7869793,,8,73.6,1,808
797,Food,34.394915,298.6254353,28.81863858,2571.834114,112.7525424,,368.8133518,60.74389226,2133.872149,,12,71.19,0,928
798,Apparel,29.78083338,284.0764515,29.38640887,1629.729709,973.9398239,,698.0796593,72.63333909,4554.767203,,12,46.23,0,49
799,Automotive,147.6243753,114.2941826,24.99159864,2194.585988,392.0569068,,624.2993122,18.22900744,3753.502548,,7,39.85,0,561
800,Automotive,119.8935142,398.9057677,32.59251718,3261.571022,503.9739872,,290.620778,79.31557742,2805.638597,,12,65.89,0,754
801,Automotive,62.09052665,172.1342212,12.26150956,3751.552239,387.5197755,,182.2512881,24.65846998,2742.29373,,13,50.31,0,98
802,Automotive,25.08968011,273.5129403,28.08045112,1237.900985,698.3861436,,276.3987552,10.82459134,1869.296469,,14,29.49,1,865
803,Pharmaceutical,26.27506742,177.9233418,19.23648951,2086.094267,679.1205504,,744.5295157,79.81960573,2698.498561,,3,66.44,0,841
804,Food,179.8962662,110.2227633,33.42169572,1418.891698,729.556195,,507.1121865,29.67517198,3345.839357,,10,32.89,1,579
805,Apparel,46.4547917,333.3009636,7.919953625,1073.294908,304.7360681,,473.4361461,56.76136168,2208.142584,,4,71.65,1,974
806,Apparel,71.4405968,74.44941567,28.97299343,3938.597378,349.8850571,,517.4755198,22.36776199,3627.935103,,6,41.84,0,993
807,Automotive,53.06471642,386.8903554,10.07824741,4555.338203,168.9886695,,356.219786,50.61599725,4333.914691,,3,67.54,1,663
808,Automotive,77.44929811,192.9140579,14.65351009,1914.13771,672.7344733,,664.9749142,73.28244905,942.4872713,,11,68.71,1,286
809,Electronics,23.19053012,50.06061185,11.71678022,3781.266729,87.80727097,,466.3003745,32.41268172,2367.42571,,9,64.15,1,743
810,Food,108.6213603,280.0081127,9.959051214,4495.276918,617.7982187,,181.7235319,56.91777832,2158.496438,,8,61.62,0,849
811,Pharmaceutical,22.84638708,71.08335884,41.45983663,4246.008632,876.2110906,,190.3455874,23.15325122,3499.831059,,6,21.71,1,477
812,Apparel,162.0677365,174.276301,14.99967082,995.7856038,896.2905409,,475.8014026,53.73567791,1399.363833,,4,51.18,1,307
813,Electronics,54.40529556,368.1394194,46.42906531,4785.830219,476.5858724,,755.5991526,33.55152463,3273.204392,,7,37.36,1,112
814,Electronics,112.6022638,78.21032973,48.52639974,1945.714558,486.3385038,,315.8464852,24.7845781,4411.94836,,13,29.57,1,242
815,Apparel,177.2150266,427.7023216,28.99176303,1762.27924,123.1207239,,708.6788182,31.92274355,2207.031679,,11,56.26,0,750
816,Pharmaceutical,133.6667001,51.7189652,8.007055011,405.9135037,687.2267742,,634.8669106,22.5188748,4572.87536,,3,38.29,1,948
817,Electronics,111.2619794,161.0707411,19.35286393,2482.250905,830.1964494,,273.46871,73.13412755,4967.185947,,10,53.99,0,778
818,Electronics,71.62341309,383.4068253,40.0888809,634.1667166,282.4223019,,125.4385238,37.80308204,709.2418398,,8,52.97,1,575
819,Food,73.27036348,192.3215674,19.00214571,1317.845123,450.2358376,,171.2930856,27.16955135,1318.655302,,1,49.84,0,547
820,Pharmaceutical,137.2025215,95.85157463,5.263843697,1653.018847,846.8973699,,609.9457537,41.38854887,4761.822807,,3,43.66,1,573
821,Electronics,198.8864786,212.1052635,28.28246064,4063.248985,883.2644443,,239.7688166,32.43753168,4799.972895,,11,28.81,0,413
822,Pharmaceutical,135.7494461,171.6769789,42.41092172,4389.894387,281.0209813,,359.8896444,62.10934777,668.9949219,,5,64.32,1,801
